area,bedrooms,bathrooms,age,parking,location_score,distance_center,price
4070.0,5,3,55.0,1,7.0,3.2,1639364.0
2875.0,3,2,32.0,0,5.5,15.6,1153115.0
4035.0,6,4,43.0,1,7.4,19.1,1708305.0
4843.0,6,4,26.0,0,7.5,24.8,1872996.0
1239.0,2,2,38.0,0,5.6,1.3,461072.0
2813.0,3,2,20.0,4,4.2,39.6,1216959.0
5135.0,6,4,18.0,1,7.2,15.2,2338461.0
2673.0,4,2,35.0,3,5.4,34.1,932677.0
3688.0,4,3,30.0,1,3.6,21.9,1169398.0
3774.0,5,4,35.0,1,3.5,6.1,1454386.0
1596.0,3,2,17.0,1,2.3,32.1,609407.0
2556.0,2,1,22.0,1,4.4,28.7,815378.0
2406.0,3,2,5.0,4,7.9,21.6,820714.0
741.0,1,1,3.0,0,5.9,21.1,398600.0
731.0,1,1,15.0,2,4.3,4.4,399292.0
5091.0,6,4,4.0,3,7.3,26.6,2047800.0
2075.0,2,1,6.0,1,3.7,36.5,727459.0
3398.0,4,3,49.0,3,5.7,4.6,1193466.0
2213.0,3,3,2.0,1,5.1,11.3,1033473.0
5680.0,6,4,40.0,4,7.2,36.2,1978674.0
2000.0,2,2,16.0,1,2.0,12.1,636924.0
2920.0,3,2,52.0,0,3.6,26.5,902836.0
5313.0,6,4,29.0,3,1.9,21.9,1281722.0
5146.0,6,4,18.0,1,4.9,24.3,1714359.0
1605.0,2,2,31.0,1,8.2,17.2,795153.0
4934.0,6,4,23.0,1,4.4,12.7,1791307.0
3074.0,5,3,34.0,0,4.4,2.9,1385471.0
3208.0,5,4,7.0,1,7.4,30.0,1222933.0
1321.0,2,1,60.0,2,7.9,30.1,595636.0
1035.0,1,1,26.0,0,5.3,27.2,457349.0
4531.0,6,4,21.0,0,7.0,26.1,2206327.0
3281.0,4,3,43.0,0,3.1,10.5,1129409.0
2959.0,4,3,22.0,1,8.5,1.9,1026341.0
4539.0,6,5,50.0,2,10.0,32.5,1941526.0
4734.0,6,4,27.0,2,6.6,20.2,2177386.0
1458.0,1,1,43.0,3,1.0,13.0,419778.0
3895.0,6,4,6.0,1,4.3,5.0,1626593.0
1331.0,2,1,51.0,0,6.8,3.4,670238.0
4657.0,6,5,44.0,3,4.6,14.6,1905893.0
4148.0,6,4,13.0,2,8.3,32.4,1609941.0
5766.0,6,4,9.0,1,6.8,36.8,1770804.0
972.0,1,1,19.0,1,3.9,36.0,349624.0
908.0,1,1,59.0,3,5.6,36.9,378785.0
2124.0,2,2,15.0,1,3.5,36.4,816557.0
